title_abstract,C23,C04,C14,C10
"SCH 39304 in the treatment of acute or established murine pulmonary blastomycosis.
 SCH 39304 was tested for treatment of acute or established murine pulmonary blastomycosis and was compared with ketoconazole and fluconazole in a model of acute infection.
 Only SCH 39304 at 25 or 50 mg/kg of body weight per day produced 100% survival for 30 days after the 20-day treatment, although only 33% of the mice were cleared of infection.
 SCH 39304 at 2 mg/kg/day was similar to ketoconazole at 100 mg/kg/day and to fluconazole at 10 mg/kg/day.
 In a model of established blastomycosis, used to evaluate long-term treatment of very sick or moribund mice, SCH 39304 at 50 mg/kg/day protected against death with a 96% cumulative 8-week survival.
 SCH 39304 was clearly superior on a milligram-per-kilogram basis in acute blastomycosis, and long-term treatment of more severe blastomycosis was curative.
",0,0,0,0
"Cytomegalovirus pneumonia in allogeneic bone marrow transplantation. An immunopathologic process?
 Recent literature suggests that CMV pneumonia is an immunopathologic process.
 This case report summarizes the clinical course of a patient which supports this hypothesis.
 The patient is the recipient of an allogeneic BMT who recovered from an episode of CMV pneumonia that occurred about two months after the transplant.
 Despite recovery from the viral infection, follow-up BALs revealed persistent lymphocytosis in an apparent asymptomatic patient.
 He subsequently developed BOOP about four months after the initial CMV infection.
 These observations suggest that the viral infection may have resulted in the activation of the host's cell-mediated response and provides evidence to support the hypothesis that CMV pneumonia is an immune-mediated process.
",0,0,0,0
"Fistulas between the aorta and tracheobronchial tree.
 Aortobronchial fistula is a rare condition that is invariably fatal if not diagnosed and surgically treated.
 With appropriate surgical intervention, survival rates greater than 70% can be achieved.
 A review of the literature and an illustrative case report are presented.
 A total of 63 fistulas in 62 patients have been described.
 The case we present is unusual in the use of serratus anterior muscle for repair of the fistula.
 Eighty-seven percent of the cases documented in the literature were associated with an aneurysm of the thoracic aorta.
 Eighty-six percent of the fistulas were between the descending aorta and left bronchopulmonary tree.
 More than 95% of patients experienced at least a single episode of hemoptysis, and massive hemoptysis occurred in more than half of the reported cases.
 A correct preoperative diagnosis was made in only 54% of cases.
 Plain chest radiographs definitively demonstrated an aneurysm in only 16%.
 The computed tomographic scan was the most rewarding test, identifying an aneurysm in 11 of 12 patients and the fistula in 50% of them.
 Surgical repair resulted in a 76% survival rate.
",1,0,1,0
"Mortality from pulmonary embolism in the United States: 1962 to 1984.
 To examine the effect of advances in the prevention of and therapy for PE, we reviewed mortality for PE in the United States from 1962 to 1984.
 Age-adjusted PE mortality increased by 67 to 100 percent between 1962 and 1974 for white and non-white men and women.
 From 1975 to 1984, these rates declined by 20 to 28 percent.
 Non-white PE mortality was greater than white PE mortality; men had a greater risk of PE death than women.
 Age-specific patterns (more than 40 years of age) of PE mortality followed those of the age-adjusted death rates, with increases noted in all groups between 1962 and 1974 and declines during the 1975-1984 period.
 These patterns might reflect improved ascertainment of cases and better prevention of disease.
 The magnitude of the rates suggests that the list of indications for prophylactic anticoagulation should be re-examined for possible expansion.
",0,0,0,0
"Measures of reversibility in response to bronchodilators in chronic airflow obstruction: relation to airway calibre.
 A study was carried out to examine the independence from starting prebronchodilator FEV1 of four indices commonly used to express airflow (FEV1) reversibility in response to bronchodilators.
 In 121 patients with chronic airflow obstruction with a mean prebronchodilator FEV1 of 1.81 (43.9% of predicted values) the change in FEV1 expressed as a percentage of the patient's predicted FEV1 was the least dependent on starting FEV1.
 Reversibility, expressed as a percentage of the prebronchodilator value or as a percentage of the maximal possible increase (predicted minus starting FEV1) was correlated with starting FEV1.
",0,0,0,0
"Prevention of thromboembolic disease following total knee arthroplasty. Epidural versus general anesthesia.
 Seventy-two patients were randomized into a prospective clinical trial to evaluate the effects of epidural (EA) versus general anesthesia (GA) on the incidence of thromboembolic disease (TED) following total knee arthroplasty (TKA).
 Males received aspirin 650 mg po bid and females low-dose warfarin daily to maintain the prothrombin time at 15 to 16 seconds for pharmacologic prophylaxis against TED.
 Thirty-four patients had EA and 38 GA for their primary TKA.
 Contrast venography and ventilation-perfusion scanning were performed on the sixth, seventh, and eighth postoperative days, and these were interpreted in a blinded fashion.
 The mean age of the 45 males and 27 females was 64 years (range, 42-84 years).
 There were no significant differences between the two groups with respect to hematocrit, operative time, blood loss, number of units transfused, or hospital stay.
 Twelve of the 34 patients (35%) receiving an EA and 10 of the 38 patients (26%) receiving GA developed TED, an overall incidence of 31% (p greater than 0.05) Fifty-three percent of the clots were located in the popliteal vein above the trifurcation or more proximal.
 However, the incidence of proximal vein thrombosis was significantly less in patients receiving an EA (46%) rather than a GA (64%).
 The incidence and distribution of clots was not affected by the type of pharmacologic prophylaxis, gender, or use of methylmethacrylate.
 Ten percent of the patients had a positive scan by strict criteria and were thought to have a pulmonary embolism (PE).
 In patients with a femoral vein clot, the incidence of PE was 67%.
 One bleeding complication occurred in a patient who took double the appropriate warfarin dose.
",1,0,1,0
"Use of intrapleural streptokinase in the treatment of thoracic empyema.
 The incidence of pleural effusions in bacterial pneumonia may exceed 40%, a factor that may be related to increased morbidity and mortality.
 Options in the treatment of complicated pleural effusions or empyema, when unresponsive to closed tube drainage, include repositioning of the indwelling tube thoracostomy or insertion of additional chest tubes, instillation of intrapleural streptokinase, and surgical intervention.
 The authors describe the course of three patients wherein the use of intrapleural streptokinase was efficacious in effecting prompt drainage of previously inadequately evacuated empyema, thus eliminating the necessity for further invasive intervention.
",0,0,0,0
"Angioedema from angiotensin converting enzyme inhibitors: a cause of upper airway obstruction.
 Angiotensin-converting enzyme (ACE) inhibitors have several side effects of concern to the otolaryngologist.
 Angioedema is a rare, but potentially lethal adverse effect when associated with upper airway obstruction.
 Four cases of ACE-inhibitor-induced angioedema, three with significant upper airway obstruction, are reported.
 Angioedema secondary to ACE inhibition appears to be mechanism based.
 The probable link is the potentiation of bradykinin, which results in vasodilation, increased vascular permeability, and angioedema.
 Since angioedema can progress to upper airway obstruction, otolaryngologists must be aware of this association.
 The differential diagnosis and treatment of this adverse effect is discussed, as well as a review of ACE inhibitors and other causes of angioedema.
",0,0,1,0
"Expiratory computed tomography for assessment of suspected pulmonary emphysema.
 Results of computed tomography of the lung performed at two levels in upper lung zones at full inspiration and full expiration were compared with results of tests of ventilatory function, lung mechanics, and single breath carbon monoxide diffusing capacity in 64 subjects, many of whom had some form of airflow obstruction.
 From the CT scans, the mean percentage of pixels in the range -900 to -1,024 Hounsfield units, or pixel index, was determined for each subject.
 The highest correlations of pixel index with physiologic variables consistent with a diagnosis of emphysema were observed for CT taken at full expiration.
 In some subjects, the inspiratory CT would give a ""false positive"" for emphysema when the hyperaeration observed at inspiration was not observed at expiration.
 We believe that the CT scan taken at full expiration can effectively reveal the abnormal permanent enlargement of airspaces which defines emphysema and provides a noninvasive method of assessing lung morphology in the living human subject.
",0,0,0,0
"Endoscopic surgery of the vidian nerve. Preliminary report.
 The anatomy, surgical technique, and difficulties of endoscopic vidian neurectomy are described.
 The procedure was carried out on 12 patients: 8 had resistant secretomotor rhinopathy and 4 had recurrent nasal polyposis.
 This technique is a minor surgical procedure with symptomatic relief and minimal postoperative morbidity.
",1,0,0,0
"Distribution patterns of type VII collagen in normal and malignant human tissues.
 The distribution of basement membrane type VII collagen was detected immunohistochemically and compared in normal human organs and their neoplastic derivatives using monoclonal antibody LH7.2.
 In normal tissues, type VII collagen was found to be restricted to the basement membrane surrounding or underlying combined epithelia, such as those lining breast, prostate, and bronchus, which are composed of a basal and luminal cell layer, and stratified epithelia, such as larynx, esophagus, trachea, vagina, ectocervix, and epidermis.
 No type VII collagen was found in the ""simple' epithelia lining the major part of the gastrointestinal tract (GI) tract, such as liver, stomach, and intestine, or around blood vessels, muscle, and nerve fibers, which are surrounded, however, by a basement membrane containing type IV collagen and laminin.
 When tested in benign and malignant local tumors, antibody LH7.2 showed staining patterns partly similar to those observed in the corresponding normal tissues.
 This resulted in a well-circumscribed positive reaction around ducts in carcinomas in situ of the breast, in benign prostate tumors, in pleomorphic adenomas, and in a negative reaction in tumors of the GI tract.
 Furthermore type VII collagen was predominantly seen in carcinomas with a squamous differentiation, such as squamous carcinomas of the lung, head and neck, vulva, and vagina.
 These results indicate that the presence of type VII collagen in malignant tumors is correlated with (squamous) differentiation rather than with the origin of the tumor.
 With tumor progression, an increased presence of type VII collagen, as compared with normal urinary bladder, was found in infiltrating transitional cell carcinomas.
 Thus, although in general invasive and metastatic tumors do not express extensively type VII collagen, exceptions to this rule exist in bladder cancer, squamous carcinomas of the lung, tumors of the head and neck region, female genital tract tumors, and in some adenocarcinomas of the breast.
",0,1,0,0
"A double-blind comparison of intranasal budesonide with placebo for nasal polyposis.
 Intranasal budesonide, 400 micrograms two times a day, was evaluated in 36 patients referred for treatment of nasal polyposis.
 The age range was 20 to 68 years.
 Polypectomy was done 5.6 (mean) times previously.
 After a 5-week, treatment-free, baseline period, patients were treated in a double-blind fashion with either budesonide or placebo during 4 weeks.
 After this treatment period, placebo-treated patients started receiving budesonide in an open trial for an additional 4 weeks.
 The patients rated their nasal symptoms daily.
 Nasal examinations and nasal inspiratory flow rate (IFR) measurements were done at clinic visits.
 After 3 and 4 weeks of treatment, the response to budesonide was significantly greater than response to placebo.
 The greater reduction in nasal blockage caused by polyps, observed on physical examination, p = 0.005, was mirrored by an increase in nasal IFR (p = 0.0001).
 Patient rating of the severity and frequency of nasal blockage were reduced more by budesonide than by placebo (p less than or equal to 0.0005).
 Switching placebo-treated patients to budesonide treatment resulted in a reduction of nasal blockage (p less than 0.001) and an increase in nasal IFR (p less than 0.001).
 The results demonstrate that topical nasal budesonide, 400 micrograms two times a day, is an effective treatment of nasal polyps.
",0,0,0,0
"Acute respiratory tract infection in children in Idikan Community, Ibadan, Nigeria: severity, risk factors, and frequency of occurrence.
 A longitudinal, community-based study of the epidemiology of acute respiratory tract infection (ARI) in children less than 5 years old was carried out in a community of low socioeconomic level in Ibadan, Nigeria.
 The annual incidence of ARI ranged from 6.1 to 8.1 episodes per child per year.
 The incidence was highest in the first 2 years of life and decreased with increasing age.
 The incidence was higher in boys than in girls.
 ARI occurred in all seasons of the year.
 The most common symptoms were cough, nasal discharge, and fever, while the most common signs referable to the respiratory tract were abnormal breathing sounds, tachypnea, and chest retraction.
",1,0,0,0
"Necrotizing tracheitis caused by Corynebacterium pseudodiphtheriticum: unique case and review.
 The occasional pathogenicity of nondiphtheria corynebacteria in both immunocompetent and immunocompromised individuals is now well established.
 Previously described sites of infection include heart valves, wounds, urinary tract, and lungs.
 This report of necrotizing tracheitis caused by Corynebacterium pseudodiphtheriticum illustrates the widening spectrum of infections caused by these organisms.
 A 54-year-old man developed respiratory distress and symptoms of upper airway obstruction unresponsive to inhaled bronchodilators, systemic corticosteroids, or intravenous erythromycin.
 A spirometry flow-volume loop demonstrated fixed upper airway obstruction.
 Fiberoptic bronchoscopic examination revealed a circumferential inflammatory process partially occluding the tracheal lumen.
 Gram staining revealed gram-positive rods typical of corynebacteria, and cultures of tracheal tissue yielded C.
 pseudodiphtheriticum resistant to erythromycin and clindamycin.
 There was no clinical or laboratory evidence for exotoxin or cell-associated toxins.
 Treatment with intravenous penicillin resulted in resolution of the inflammatory process and eradication of the organisms, as assessed by subsequent cultures.
",1,0,0,0
"Angiotensin-converting enzyme inhibitors and cough. Prevalence in an outpatient medical clinic population.
 To determine the frequency of ACE inhibitor cough in an outpatient medical clinic population, a cross-sectional epidemiologic survey using mailed questionnaires was done.
 Patients were randomly selected from a computerized hospital pharmacy data base.
 The overall prevalence of cough was 19 percent in the ACE inhibitor groups compared with 9 percent in the hydrochlorothiazide-treated group.
 The observed odds ratio for cough among ACE inhibitor users was 2.3 (95 percent CI, 1.02 to 5.00).
 This study is the first systematic investigation of frequency and characteristics of ACE inhibitor cough that includes a control group.
 Our results suggest that cough may more frequently accompany treatment with ACE inhibitors than has been previously reported.
 We recommend that physicians specifically inquire about cough in patients taking an ACE inhibitor.
 Recognition of this side effect may prevent unnecessary testing and treatment of patients receiving ACE inhibitors.
",0,0,1,0
"Late asthmatic responses after exercise challenge are reproducible.
 In this study the reproducibility of a late asthmatic reaction (LAR) after exercise challenge (EC) has been documented.
 Eighty-three hospitalized patients with asthma were challenged with exercise.
 The patients were examined according to a standardized protocol that comprised 8 minutes of bicycling at 90% of predicted heart rate.
 An LAR after EC was considered to have occurred when there was a fall in peak expiratory flow rate greater than or equal to 20% on three or more time points on the exercise day compared to corresponding clock time on a control day.
 According to these criteria, 11 patients (13.3%) experienced an LAR.
 Those patients were rechallenged 21 to 150 days after the first EC, without changing the therapy regimen of the patients, to study its reproducibility.
 Eight patients (73%) demonstrated a reproducible LAR after EC based on the criteria for a positive LAR.
 Although the LAR after EC was reproducible, the time points at which the LAR took place after the second EC differed from LARs after the first EC.
 Our results indicate that the LAR after EC occurs in a considerable number of patients with bronchial asthma and is quite reproducible.
",0,0,0,0
"Effects of air pollution resulting from wire reclamation incineration on pulmonary function in children.
 This study evaluated the effect of long-term air pollution resulting from wire reclamation incineration on pulmonary function in children.
 General physical examination and the determination of spirometric parameters, including forced vital capacity (FVC), forced expiratory volume in 1 s (FEV1), and forced mid-expiratory flow (FEF25-75%) were conducted in 400 primary school children between ages 9 and 11 years who reside in one control and three polluted areas.
 A survey using ATS-DLD-78-C questionnaire indicated that there were no significant differences in their demographic characteristics among children in the four areas under study.
 Those who had nonrespiratory diseases that might affect pulmonary function and those who failed to perform spirometric measurements were excluded from the study; therefore, 382 children were included in data analysis.
 The results revealed that (1) the mean values of FVC and FEV1 (expressed as percentage of predicted values calculated from Polgar's equations) in the polluted areas were significantly lower than the nonpolluted area (p less than 0.05), and (2) the incidence of pulmonary function abnormality in the polluted areas was greater than that of the nonpolluted area (p less than 0.05).
 The results indicated that air pollution produced by wire reclamation incineration can impair children's pulmonary function.
",0,0,0,0
"Lung cancer histology in Jews and Arabs in Israel, 1962-1982.
 Lung cancer rates in Israel are lower than in Western countries, not explainable by smoking habits.
 Because of the different relations of squamous cell carcinoma and adenocarcinoma to smoking it was of interest to study the histologic distribution in Israel.
 A total of 7,871 histologically confirmed lung cancer cases were studied in the period 1962-1982.
 Squamous cell carcinoma was the leading tumor type in Jewish men and adenocarcinoma in Jewish women.
 Rates of both adenocarcinoma and squamous cell carcinoma increased throughout the period in both Jewish men and women, but the increase in adenocarcinoma was more pronounced in the last study period than that in squamous cell carcinoma.
 In 1977-1982 the rate ratio of squamous cell carcinoma to adenocarcinoma among Jewish men was 1.7.
 In Arab men it was 2.9, and in Jewish women 0.57.
 The Kreyberg I/II ratio among Jewish men was about 2.7 with no clear trend throughout the study period, and among Arab men this gradually decreased from 8.1 to 3.5.
 Jewish women had a constant Kreyberg I/II ratio of about 1 through the whole study period, but the ratio in Arab women was significantly higher than 1, with a mean overall ratio of 3.2.
 Jews and Arabs in Israel are different from each other in their patterns of lung cancer histology and are different to some extent from other populations in the Western world.
",0,1,0,0
"Attenuation of IL-2-induced multisystem organ edema by phalloidin and antamanide.
 Interleukin 2 (IL-2) is a potent cytokine with diverse effects, including the ability to stimulate lymphocyte differentiation into cells capable of lysing tumor.
 Its therapeutic efficacy is limited because of side effects such as breakdown of the microvascular barrier and edema.
 Control of the microvascular barrier is in part regulated by endothelial cell cytoskeletal contractile proteins.
 This study tests whether the cyclopeptides that maintain actin filament organization and distribution and reduce macromolecular flux across the endothelial cell junction in vitro would similarly maintain barrier tightness and prevent early edema produced by IL-2 in vivo.
 Anesthetized rats were treated at 30-min periods with intravenous saline (0.5 ml, n = 41), phalloidin (20 micrograms in 0.5 ml, n = 21), or antamanide, (20 micrograms in 0.5 ml, n = 21), starting 30 min before the 1-h infusion of 10(6) U of recombinant human IL-2 or saline.
 Six hours after the start of IL-2, there was edema in the saline/IL-2 group, as measured by increased wet-to-dry ratios (W/D) in the lungs, heart, and kidney.
 With saline/IL-2, bronchoalveolar lavage (BAL) fluid contained an elevated protein concentration and higher plasma thromboxane levels compared with controls.
 The number of neutrophils sequestered in the lungs was more than twice that of saline controls.
 Phalloidin significantly attenuated edema in lung and reduced BAL protein leak.
 Antamanide treatment was as effective in limiting lung and heart edema, but, in contrast to phalloidin, antamanide prevented kidney edema and did not lead to an alteration in the liver W/D.
 Antamanide also prevented BAL fluid protein leak.
",1,0,1,0
"Pleomorphic adenoma in the periphery of the lung. Report of a case and review of the literature.
 A pleomorphic adenoma of the lung recurred after 9 years.
 The primary tumor consisted mainly of cartilaginous and fibrous elements with a small area of epithelial cell nests, whereas the second one possessed epithelial cell nests with cartilaginous stroma.
 Immunohistochemical studies showed that both tumors had neoplastic cells with immunoreactive S100, keratin, actin, vimentin, and glial fibrillary acid protein-positive cytoplasm.
 The primary tumor, which was resected from the periphery of the lung, was not connected with the trachea or the bronchus macroscopically.
 To our knowledge, the literature contains only six reports of pleomorphic adenoma in the lung.
",0,1,0,0
"The role of antibiotic therapy in the prevention of empyema in patients with an isolated chest injury (ISS 9-10): a prospective study.
 The purpose of this study was to determine the impact of an antibiotic regimen on the incidence of empyema in patients admitted with isolated chest trauma (ISS 9/10) and hemopneumothorax requiring tube thoracostomy.
 All patients with isolated chest trauma and hemopneumothorax (estimated ISS 9 or 10) seen in our trauma center were considered eligible for this study.
 Patients were excluded for the following reasons: age less than 18 years, presence of shock at the time of initial resuscitation, ongoing antibiotic therapy for unrelated disease, documented pre-existing infection or documented abnormal immune status.
 Ninety patients were randomized to two treatment limbs: antibiotics and tube thoracostomy or tube thoracostomy alone.
 All patients had the procedure performed in the trauma center in a standard fashion.
 Wound care and tube care were identical.
 Antibiotic therapy consisted of a first-generation cephalosporin (cefazolin), one dose given just before the procedure and then q 6 h into the tube removal.
 Injury Severity Scores were established as described by Schwab after the manner of Baker.
 Statistical analysis was performed using Fisher's exact test of binary outcome.
 In this study, antibiotics were able to reduce the incidence of empyema in patients with isolated chest trauma and for such patients antibiotic treatment appears justified.
 Further work is required to determine the effect on patients with more severe injury and multisystem involvement.
",1,0,0,0
"Role of gastric colonization in the development of pneumonia in critically ill trauma patients: results of a prospective randomized trial.
 Critically ill trauma patients were entered in a prospective, randomized trial to determine the role of gastric colonization in the development of pneumonia.
 Trauma patients admitted to the SICU were randomized to receive antacids (n = 27), continuous IV cimetidine (n = 32), or sucralfate (n = 30).
 Quantitative nasogastric tube (NGT) cultures were obtained biweekly and correlated with gastric pH, the incidence of pneumonia, and the incidence of pneumonia caused by an organism previously isolated from the stomach (percentage of gastric source of pneumonia--% GSP).
 Patients receiving antacids had a significantly greater pH than those receiving cimetidine (5.6 +/- 1.03 vs.
 4.7 +/- 1.03; p = 0.006).
 However, there was no significant difference between the overall incidence of pneumonia, the percentage of NGT isolates greater than 10(6)/ml, or the % GSP.
 The gastric bacteriology of the three subgroups was nearly identical, with Candida albicans, Enterococci, and beta-hemolytic Streptococci being the most frequently isolated organisms.
 Gastric growth of organisms preceding their appearance in the blood occurred in 5 of 89 (5.6%) patients.
 These results suggest that 1) in trauma patients, the incidence of pneumonia is not increased by the use of stress ulcer prophylactic agents that elevate gastric pH; 2) increases in gastric pH progressively increased the number of intragastric bacteria but this did not correlate with an increased incidence of % GSP; and 3) while organisms in the upper intestinal tract may be pathogens for pneumonia, they are uncommonly a source of bacteremia in seriously injured patients.
",0,0,0,0
"Prealbumin in the diagnosis of bronchopulmonary carcinoid tumours.
 The reliability of prealbumin as a diagnostic marker was studied in 60 cases of bronchopulmonary carcinoid tumours.
 There were differences in the incidence of positivity between typical and atypical carcinoids (well differentiated neuroendocrine carcinomas).
 Seventy five per cent of the carcinoid tumours were positive for prealbumin; (86.7% typical and 63.3% atypical carcinoids).
 In 15 cases, which were Grimelius negative, 10 were prealbumin positive.
 Only 8.3% carcinoids were negative with both prealbumin and Grimelius stains.
 Ten squamous, 10 adeno- and 10 small cell carcinomas showed only occasional scattered prealbumin positive cells.
 It is concluded that prealbumin is a useful marker for bronchopulmonary carcinoid tumours.
 It is cheap, readily available, and should be considered part of routine diagnostic procedures for the diagnosis of carcinoid tumours.
",0,1,0,0
"Elevated serum concentrations of IgE antibodies to environmental antigens in HIV-seropositive male homosexuals.
 Forty-five homosexual male subjects with human immunodeficiency virus (HIV) infection, who received care during a 4-month period in an ambulatory center for acquired immunodeficiency syndrome (AIDS), were classified according to their principal presentation with characteristic secondary infections (CDC group IV C, N = 28), cancers (IV D, N = 10), or limited or no symptoms (groups II, III, IV A, or IV B, N = 7).
 The incidence of allergic rhinitis and conjunctivitis increased after HIV seroconversion by approximately twofold in patients of groups IV C and IV D.
 The mean serum concentration of IgE was significantly higher for group IV C than for the other HIV-seropositive groups and for a control group of 45 HIV-seronegative homosexual male subjects from the same community who were studied concurrently.
 More patients in groups IV C and IV D had positive RASTs for a panel of environmental antigens than patients in the other HIV-seropositive groups and the HIV-seronegative control group.
 Patients with AIDS presenting with typical secondary infections thus have a high frequency of some clinical and laboratory manifestations of allergic diseases.
",0,1,0,1
"Human serologic response to envelope-associated proteins and adenylate cyclase toxin of Bordetella pertussis.
 The human serologic response to several envelope-associated proteins and adenylate cyclase toxin of Bordetella pertussis was examined using immunoblot techniques.
 Antigens recognized by sera from individuals with culture-confirmed pertussis and by sera from infants immunized with three doses of conventional whole-cell pertussis vaccine included a 63,000-Da protein that was shown to be antigenically related to a mycobacterial heat-shock protein.
 A 29,000-Da protein reacted with sera from convalescent individuals, whereas a 91,000-Da protein reacted with sera from vaccinated individuals.
 Antibodies to adenylate cyclase toxin were common in sera from individuals diagnosed with pertussis.
 B.
 pertussis lipooligosaccharide was also recognized by antibodies in some of these sera.
 These data suggest that some of these antigens may play a role in immunity to pertussis.
",0,0,0,0
"Cytoreductive surgery in disseminated non-seminomatous germ cell tumours of testis.
 Between 1977 and 1988, 67 patients underwent surgical removal of residual metastatic deposits following an aggressive chemotherapy regimen (cisplatin, vincristine, methotrexate and bleomycin alternating with etoposide, actinomycin D and cyclophosphamide) for disseminated germ cell tumours of the testis (stage IIB or above).
 Ninety-one surgical procedures were performed.
 There were 63 (69 per cent) retroperitoneal lymph node dissections, 16 (18 per cent) thoracotomies, three (3 per cent) hepatic resections, three (3 per cent) craniotomies, five (5 per cent) delayed orchidectomies and one anterolateral decompression of the vertebral column.
 Nine (13 per cent) patients required a repeat retroperitoneal node dissection and one patient needed a repeat thoracotomy to remove recurrent metastatic deposits during the period of follow-up.
 Multivisceral resections and vascular reconstruction procedures were required in 20 (30 per cent) patients undergoing retroperitoneal node dissection.
 Fifty-five (82 per cent) patients remain in complete remission with a mean follow-up period of 49.6 months (range 2-121 months).
 Nine (13 per cent) patients died with metastatic disease between 2 months to 4 years after operation.
 There were three deaths in the perioperative period (4 per cent).
 The histology of the resected metastases revealed undifferentiated active tumour in 20 (30 per cent) patients, differentiated mature teratoma in 29 (43 per cent) patients and fibrosis/necrosis in 18 (27 per cent) patients.
 Twelve (60 per cent) patients with undifferentiated elements and 15 patients (60 per cent) with raised preoperative tumour markers (poor prognostic categories) are in complete remission.
 Cytoreductive surgery in patients with metastatic germ cell tumours offers the best chance of remission following chemotherapy even in poor prognostic group categories.
",0,1,0,0
"Left ventricular ejection fraction may not be useful as an end point of thrombolytic therapy comparative trials.
 In the era of comparative and adjunctive trials in reperfusion therapy, the need to develop alternative end points for mortality reduction is clear.
 Left ventricular ejection fraction, which has been commonly used as a surrogate, is problematic due to missing values, technically inadequate studies, and lack of correlation with mortality results in controlled reperfusion trials performed to date.
 In this paper, we present a composite clinical end point that includes, in order, severity of adverse outcome death, hemorrhagic stroke, nonhemorrhagic stroke, poor ejection fraction (less than 30%), reinfarction, heart failure, and pulmonary edema.
 Such a composite index may be useful to detect true therapeutic benefit in reperfusion trials without necessitating greater than 20-30,000 patient enrollment.
",0,0,1,1
"Tracheostomy in children with Guillain Barre syndrome 
 During the 10-yr period beginning January 1979, 59 infants and children with Guillain Barre syndrome (GBS) were admitted to our hospital.
 Tracheostomies were performed in 15 patients and their records were reviewed.
 Fourteen patients were recalled for assessment of pulmonary function and respiratory muscle strength (RMS).
 The median duration of assisted ventilation (including endotracheal [ET] intubation) was 21 days and the median duration of tracheostomy was 39 days.
 Only two patients were discharged with the tracheostomy in situ.
 All patients were successfully decannulated at the first attempt.
 No tracheostomy-related complications or symptoms were reported apart from croup in two patients.
 On review, lung volumes and maximal inspiratory and expiratory flows were normal.
 There was no evidence of tracheal stenosis or significant tracheomalacia.
 RMS tests were normal.
 In this hospital, tracheostomy is a safe, well-tolerated procedure in the management of infants and children with GBS who need long-term ventilation.
 There were no deaths and all patients returned to their normal school or were gainfully employed after their illness, although 12 patients had mild persistent weakness of at least foot dorsiflexion.
",0,0,0,0
"Effect of sulfurous (thermal) water on T lymphocyte proliferative response.
 We studied the effect of sulfurous water thermal therapy on the phenotype and the proliferative response of peripheral lymphoid cells from ten subjects affected by chronic upper respiratory disease and from six suffering from articular and periarticular disorders.
 Sulfurous water (S-H2O) therapy did not modify the phenotype and function of peripheral blood mononuclear cells (PBMC) nor did it modify systemic immunologic reactivity.
 A different result was obtained by analyzing the response to mitogens of peripheral blood mononuclear cells in cell cultures containing graduated amounts of S-H2O.
 These ""in vitro"" studies have shown an important dose-dependent inhibitory effect of S-H2O on mitogen induced T lymphocyte proliferation and on IL2 production.
 H2S present in S-H2O seems to be the primary component responsible for inhibition.
 Our results are consistent with a local immunosuppressive role of S-H2O, which may explain part of the observed therapeutic effect of inhalation therapy on upper respiratory allergic disorders.
",0,0,0,0
"Carcinosarcoma of the lung with hypertrophic pulmonary osteoarthropathy.
 Carcinosarcoma of the lung is a rare malignancy.
 Endobronchial and parenchymal variants are classically described.
 Clinicopathological features are often related to anatomical location, as is the case for most lung neoplasms.
 This case report details the surgical management of a carcinosarcoma in a patient seen with pulmonary osteoarthropathy.
",0,1,0,0
"Enhanced expression of CD2 antigen on lung T cells.
 CD2 molecules not only function in the adhesion of T cells to other cell types but also in the activation of T cells via an alternative pathway.
 To investigate the possible roles of CD2 molecules in the activation and accumulation of lung T cells, using monoclonal antibodies and a flow cytometer we evaluated CD2 antigen expression on lung and blood lymphocytes in 10 normal subjects, 30 patients with pulmonary sarcoidosis, 7 patients with interstitial pneumonia associated with collagen vascular disease, 5 patients with farmer's lung disease, and 8 patients with Crohn's disease.
 The mean fluorescence intensity (MFI) of CD2 on lung T cells obtained by bronchoalveolar lavage (BAL) was significantly higher than that on blood T cells in all study groups except the control group.
 In patients with pulmonary sarcoidosis this enhancement of the expression of CD2 antigen was observed only on CD4+ T cells.
 Since ligands for CD2 are present on immunocompetent cells of other types in the local pulmonary milieu, these results suggest that increased expression of CD2 molecules could facilitate the communication and interaction of lung T cells with their environment in the lung and thereby possibly contribute to the local accumulation of T cells.
",0,0,0,0
"Transthoracic needle aspiration. The benign diagnosis.
 Transthoracic needle aspiration is a relatively innocuous procedure used extensively in the diagnosis of pulmonary disease.
 Although its sensitivity for malignancy is high, a negative (benign) diagnosis is obtained in 5% to 25% of all cases.
 Some of these aspirates represent the result of inadequate sampling of a malignant tumor; others, however, are derived from a truly benign process.
 This review briefly describes and illustrates the cytologic features of these latter aspirates in order to exemplify the wide range of benign diseases that can be identified or suspected by transthoracic needle aspiration.
 Familiarity with such features should help the interpreting pathologist to prevent needless respiration or thoracotomy in many patients.
",0,0,0,0
"The applications of imaging in lung cancer.
 The applications of imaging to the lung cancer patient have become more focused recently.
 Screening of high risk patients is not recommended even though intuition and clinical judgment prevail in practice to justify the use of chest radiographs in this patient category.
 Cross-sectional imaging procedures should be tailored to the staging process in the individual with a large central primary or to confirm an abnormality noted on the chest radiographs.
 The patient at high risk for thoracotomy is generally also subjected to radiologic staging.
 The radiologic staging process is reviewed and critiqued, emphasizing our role in identifying the disease sites that would suggest nonrespectability.
",0,0,0,0
